Date,Workout,Exercise,Weight,Sets,Reps
2016-12-26,Power Upper,Bench Press,115,3,5
2017-01-02,Power Upper,Bench Press,120,3,5
2017-01-09,Power Upper,Bench Press,120,4,5
2017-01-16,Power Upper,Bench Press,125,4,5
2017-01-23,Power Upper,Bench Press,125,4,5
2017-01-30,Power Upper,Bench Press,125,4,5
2017-02-06,Power Upper,Bench Press,130,4,5
2017-02-13,Power Upper,Bench Press,130,4,5
2017-02-23,Power Upper,Bench Press,135,4,5
2017-02-27,Power Upper,Bench Press,135,4,5
2017-03-06,Power Upper,Bench Press,135,4,5
2017-03-13,Power Upper,Bench Press,135,4,5
2017-03-23,Power Upper,Bench Press,135,4,5
2017-03-27,Power Upper,Bench Press,140,4,5
2017-04-03,Power Upper,Bench Press,140,4,5
2017-04-09,Power Upper,Bench Press,140,4,5
2017-04-20,Power Upper,Bench Press,145,4,5
2017-04-24,Power Upper,Bench Press,145,4,5
2017-05-01,Power Upper,Bench Press,145,4,5
2017-05-09,Power Upper,Bench Press,145,4,5
2017-05-15,Power Upper,Bench Press,145,4,5
2017-06-01,Power Upper,Bench Press,135,4,5
2017-06-05,Power Upper,Bench Press,135,4,5
2017-06-12,Power Upper,Bench Press,140,4,5
2017-06-17,Power Upper,Bench Press,140,4,5
2017-06-26,Power Upper,Bench Press,145,4,5
2017-07-18,Power Upper,Bench Press,125,4,5
2017-07-25,Power Upper,Bench Press,135,4,5
2017-07-31,Power Upper,Bench Press,140,4,5
2017-08-10,Power Upper,Bench Press,140,4,5
2017-08-14,Power Upper,Bench Press,145,4,5
2017-08-21,Power Upper,Bench Press,145,4,5
2017-08-28,Power Upper,Bench Press,145,4,5
2017-09-07,Power Upper,Bench Press,150,4,5
2017-09-11,Power Upper,Bench Press,150,4,5
2017-09-19,Power Upper,Bench Press,150,4,5
2017-09-25,Power Upper,Bench Press,155,4,5
2017-10-04,Power Upper,Bench Press,155,4,5
2017-10-12,Power Upper,Bench Press,145,4,5
2017-10-19,Power Upper,Bench Press,155,4,5
2017-10-26,Power Upper,Bench Press,145,4,5
2017-11-06,Power Upper,Bench Press,145,4,5
2017-11-13,Power Upper,Bench Press,150,4,5
2017-11-20,Power Upper,Bench Press,150,4,5
2017-11-26,Power Upper,Bench Press,150,4,5
2017-12-02,Power Upper,Bench Press,150,4,5
2017-12-08,Power Upper,Bench Press,150,4,5
2017-12-20,Power Upper,Bench Press,155,4,5
2017-12-28,Power Upper,Bench Press,155,4,5
2018-01-03,Power Upper,Bench Press,155,4,5
2018-01-11,Power Upper,Bench Press,155,4,5
2018-01-17,Power Upper,Bench Press,155,4,5
2018-01-24,Power Upper,Bench Press,135,4,5
2018-01-31,Power Upper,Bench Press,140,4,5
2018-02-06,Power Upper,Bench Press,145,4,5
2018-02-21,Power Upper,Bench Press,135,4,5
2018-02-27,Power Upper,Bench Press,140,4,5
2018-03-05,Power Upper,Bench Press,145,4,5
2018-03-12,Power Upper,Bench Press,150,4,5
2018-03-18,Power Upper,Bench Press,155,4,5
2018-03-25,Power Upper,Bench Press,155,4,5
2018-03-31,Power Upper,Bench Press,160,4,5
2018-04-07,Power Upper,Bench Press,160,4,5
2018-04-13,Power Upper,Bench Press,160,4,5
2018-04-19,Power Upper,Bench Press,160,4,5
2018-04-26,Power Upper,Bench Press,160,4,5
2018-05-03,Power Upper,Bench Press,165,4,5
2018-05-10,Power Upper,Bench Press,155,4,5
2018-05-19,Power Upper,Bench Press,150,4,5
2018-05-28,Power Upper,Bench Press,155,4,5
2018-06-03,Power Upper,Bench Press,155,4,5
2018-06-09,Power Upper,Bench Press,155,4,5
2018-06-15,Power Upper,Bench Press,155,4,5
2018-06-22,Power Upper,Bench Press,155,4,5
2018-06-28,Power Upper,Bench Press,160,4,5
2018-07-06,Power Upper,Bench Press,160,4,5
2018-07-12,Power Upper,Bench Press,165,4,5
2018-07-19,Power Upper,Bench Press,165,4,5
2018-07-26,Power Upper,Bench Press,165,4,5
2017-08-09,Power Upper,Bench Press,155,4,5
2018-08-24,Power Upper,Bench Press,155,4,5
2016-12-26,Power Upper,Incline DB Bench,35,3,10
2017-01-02,Power Upper,Incline DB Bench,35,3,10
2017-01-09,Power Upper,Incline DB Bench,35,3,10
2017-01-16,Power Upper,Incline DB Bench,40,3,10
2017-01-23,Power Upper,Incline DB Bench,40,3,10
2017-01-30,Power Upper,Incline DB Bench,40,4,10
2017-02-06,Power Upper,Incline DB Bench,40,4,10
2017-02-13,Power Upper,Incline DB Bench,40,4,10
2017-02-23,Power Upper,Incline DB Bench,40,4,10
2017-02-27,Power Upper,Incline DB Bench,45,4,8
2017-03-06,Power Upper,Incline DB Bench,45,4,10
2017-03-13,Power Upper,Incline DB Bench,45,4,10
2017-03-23,Power Upper,Incline DB Bench,45,4,10
2017-03-27,Power Upper,Incline DB Bench,45,4,10
2017-04-03,Power Upper,Incline DB Bench,50,4,8
2017-04-09,Power Upper,Incline DB Bench,50,4,8
2017-04-20,Power Upper,Incline DB Bench,50,4,8
2017-04-24,Power Upper,Incline DB Bench,50,4,8
2017-05-01,Power Upper,Incline DB Bench,50,4,10
2017-05-09,Power Upper,Incline DB Bench,50,4,10
2017-05-15,Power Upper,Incline DB Bench,50,4,10
2017-06-01,Power Upper,Incline DB Bench,40,4,10
2017-06-05,Power Upper,Incline DB Bench,40,4,10
2017-06-12,Power Upper,Incline DB Bench,45,4,10
2017-06-17,Power Upper,Incline DB Bench,45,4,10
2017-06-26,Power Upper,Incline DB Bench,45,4,10
2017-07-18,Power Upper,Incline DB Bench,40,4,10
2017-07-25,Power Upper,Incline DB Bench,40,4,10
2017-07-31,Power Upper,Incline DB Bench,45,4,10
2017-08-10,Power Upper,Incline DB Bench,45,4,10
2017-08-14,Power Upper,Incline DB Bench,50,4,8
2017-08-21,Power Upper,Incline DB Bench,50,4,9
2017-08-28,Power Upper,Incline DB Bench,50,4,8
2017-09-07,Power Upper,Incline DB Bench,50,4,9
2017-09-11,Power Upper,Incline DB Bench,50,4,10
2017-09-19,Power Upper,Incline DB Bench,50,4,10
2017-09-25,Power Upper,Incline DB Bench,50,4,10
2017-10-04,Power Upper,Incline DB Bench,55,4,8
2017-10-12,Power Upper,Incline DB Bench,50,4,10
2017-10-19,Power Upper,Incline DB Bench,55,4,8
2017-10-26,Power Upper,Incline DB Bench,55,4,8
2017-11-06,Power Upper,Incline DB Bench,50,4,10
2017-11-13,Power Upper,Incline DB Bench,50,4,10
2017-11-20,Power Upper,Incline DB Bench,50,4,10
2017-11-26,Power Upper,Incline DB Bench,50,4,10
2017-12-02,Power Upper,Incline DB Bench,50,4,10
2017-12-08,Power Upper,Incline DB Bench,55,4,8
2017-12-20,Power Upper,Incline DB Bench,50,4,10
2017-12-28,Power Upper,Incline DB Bench,50,4,10
2018-01-03,Power Upper,Incline DB Bench,55,4,8
2018-01-11,Power Upper,Incline DB Bench,50,4,10
2018-01-17,Power Upper,Incline DB Bench,55,4,8
2018-01-24,Power Upper,Incline DB Bench,55,4,9
2018-01-31,Power Upper,Incline DB Bench,55,4,9
2018-02-06,Power Upper,Incline DB Bench,55,4,9
2018-02-21,Power Upper,Incline DB Bench,45,4,10
2018-02-27,Power Upper,Incline DB Bench,50,4,10
2018-03-05,Power Upper,Incline DB Bench,55,4,10
2018-03-12,Power Upper,Incline DB Bench,55,4,10
2018-03-18,Power Upper,Incline DB Bench,60,4,8
2018-03-25,Power Upper,Incline DB Bench,60,4,8
2018-03-31,Power Upper,Incline DB Bench,60,4,9
2018-04-07,Power Upper,Incline DB Bench,60,4,9
2018-04-13,Power Upper,Incline DB Bench,60,4,9
2018-04-19,Power Upper,Incline DB Bench,60,4,10
2018-04-26,Power Upper,Incline DB Bench,60,4,10
2018-05-03,Power Upper,Incline DB Bench,55,4,10
2018-05-10,Power Upper,Incline DB Bench,60,4,8
2018-05-19,Power Upper,Incline DB Bench,55,4,10
2018-05-28,Power Upper,Incline DB Bench,60,4,8
2018-06-03,Power Upper,Incline DB Bench,60,4,10
2018-06-09,Power Upper,Incline DB Bench,55,4,10
2018-06-15,Power Upper,Incline DB Bench,55,4,10
2018-06-22,Power Upper,Incline DB Bench,60,4,10
2018-06-28,Power Upper,Incline DB Bench,65,4,8
2018-07-06,Power Upper,Incline DB Bench,65,4,9
2018-07-12,Power Upper,Incline DB Bench,65,4,8
2018-07-19,Power Upper,Incline DB Bench,65,4,8
2018-07-26,Power Upper,Incline DB Bench,55,4,10
2017-08-09,Power Upper,Incline DB Bench,55,4,10
2018-08-24,Power Upper,Incline DB Bench,55,4,10
2016-12-26,Power Upper,Bent Over Row,115,3,5
2017-01-02,Power Upper,Bent Over Row,120,3,5
2017-01-09,Power Upper,Bent Over Row,125,3,5
2017-01-16,Power Upper,Bent Over Row,125,4,5
2017-01-23,Power Upper,Bent Over Row,125,4,5
2017-01-30,Power Upper,Bent Over Row,115,4,5
2017-02-06,Power Upper,Bent Over Row,115,4,5
2017-02-13,Power Upper,Bent Over Row,115,4,5
2017-02-23,Power Upper,Bent Over Row,115,4,5
2017-02-27,Power Upper,Bent Over Row,125,4,5
2017-03-06,Power Upper,Bent Over Row,125,4,5
2017-03-13,Power Upper,Bent Over Row,125,4,5
2017-03-23,Power Upper,Bent Over Row,135,4,5
2017-03-27,Power Upper,Bent Over Row,135,4,5
2017-04-03,Power Upper,Bent Over Row,135,4,5
2017-04-09,Power Upper,Bent Over Row,135,4,5
2017-04-20,Power Upper,Bent Over Row,140,4,5
2017-04-24,Power Upper,Bent Over Row,140,4,5
2017-05-01,Power Upper,Bent Over Row,145,4,5
2017-05-09,Power Upper,Bent Over Row,145,4,5
2017-05-15,Power Upper,Bent Over Row,145,4,5
2017-06-01,Power Upper,Bent Over Row,115,4,5
2017-06-05,Power Upper,Bent Over Row,115,4,5
2017-06-12,Power Upper,Bent Over Row,120,4,5
2017-06-17,Power Upper,Bent Over Row,125,4,5
2017-06-26,Power Upper,Bent Over Row,130,4,5
2017-07-18,Power Upper,Bent Over Row,115,4,5
2017-07-25,Power Upper,Bent Over Row,120,4,5
2017-07-31,Power Upper,Bent Over Row,125,4,5
2017-08-10,Power Upper,Bent Over Row,125,4,5
2017-08-14,Power Upper,Bent Over Row,130,4,5
2017-08-21,Power Upper,Bent Over Row,135,4,5
2017-08-28,Power Upper,Bent Over Row,115,4,5
2017-09-07,Power Upper,Bent Over Row,125,4,5
2017-09-11,Power Upper,Bent Over Row,125,4,5
2017-09-19,Power Upper,Bent Over Row,130,4,5
2017-09-25,Power Upper,Bent Over Row,135,4,5
2017-10-04,Power Upper,Bent Over Row,135,4,5
2017-10-12,Power Upper,Bent Over Row,135,4,5
2017-10-19,Power Upper,Bent Over Row,135,4,5
2017-10-26,Power Upper,Bent Over Row,135,4,5
2017-11-06,Power Upper,Bent Over Row,135,4,5
2017-11-13,Power Upper,Bent Over Row,135,4,5
2017-11-20,Power Upper,Bent Over Row,140,4,5
2017-11-26,Power Upper,Bent Over Row,140,4,5
2017-12-02,Power Upper,Bent Over Row,145,4,5
2017-12-08,Power Upper,Bent Over Row,145,4,5
2017-12-20,Power Upper,Bent Over Row,145,4,5
2017-12-28,Power Upper,Bent Over Row,135,4,5
2018-01-03,Power Upper,Bent Over Row,135,4,5
2018-01-11,Power Upper,Bent Over Row,135,4,5
2018-01-17,Power Upper,Bent Over Row,135,4,5
2018-01-24,Power Upper,Bent Over Row,135,4,5
2018-01-31,Power Upper,Bent Over Row,135,4,5
2018-02-06,Power Upper,Bent Over Row,140,4,5
2018-02-21,Power Upper,Bent Over Row,115,4,5
2018-02-27,Power Upper,Bent Over Row,120,4,5
2018-03-05,Power Upper,Bent Over Row,125,4,5
2018-03-12,Power Upper,Bent Over Row,130,4,5
2018-03-18,Power Upper,Bent Over Row,135,4,5
2018-03-25,Power Upper,Bent Over Row,140,4,5
2018-03-31,Power Upper,Bent Over Row,140,4,5
2018-04-07,Power Upper,Bent Over Row,145,4,5
2018-04-13,Power Upper,Bent Over Row,145,4,5
2018-04-19,Power Upper,Bent Over Row,150,4,5
2018-04-26,Power Upper,Bent Over Row,155,4,5
2018-05-03,Power Upper,Bent Over Row,155,4,5
2018-05-10,Power Upper,Bent Over Row,145,4,5
2018-05-19,Power Upper,Bent Over Row,145,4,5
2018-05-28,Power Upper,Bent Over Row,145,4,5
2018-06-03,Power Upper,Bent Over Row,145,4,5
2018-06-09,Power Upper,Bent Over Row,145,4,5
2018-06-15,Power Upper,Bent Over Row,145,4,5
2018-06-22,Power Upper,Bent Over Row,150,4,5
2018-06-28,Power Upper,Bent Over Row,150,4,5
2018-07-06,Power Upper,Bent Over Row,155,4,5
2018-07-12,Power Upper,Bent Over Row,155,4,5
2018-07-19,Power Upper,Bent Over Row,155,4,5
2018-07-26,Power Upper,Bent Over Row,155,4,5
2017-08-09,Power Upper,Bent Over Row,135,4,5
2018-08-24,Power Upper,Bent Over Row,135,4,5
2016-12-26,Power Upper,Lat Pull Down,45,3,10
2017-01-02,Power Upper,Lat Pull Down,50,3,10
2017-01-09,Power Upper,Lat Pull Down,50,3,10
2017-01-16,Power Upper,Lat Pull Down,50,3,10
2017-01-23,Power Upper,Lat Pull Down,50,3,10
2017-01-30,Power Upper,Lat Pull Down,50,4,10
2017-02-06,Power Upper,Lat Pull Down,55,4,10
2017-02-13,Power Upper,Lat Pull Down,50,4,10
2017-02-23,Power Upper,Lat Pull Down,55,4,10
2017-02-27,Power Upper,Lat Pull Down,60,4,10
2017-03-06,Power Upper,Lat Pull Down,60,4,10
2017-03-13,Power Upper,Lat Pull Down,60,4,10
2017-03-23,Power Upper,Lat Pull Down,60,4,10
2017-03-27,Power Upper,Lat Pull Down,60,4,10
2017-04-03,Power Upper,Lat Pull Down,60,4,10
2017-04-09,Power Upper,Lat Pull Down,60,4,10
2017-04-20,Power Upper,Lat Pull Down,70,4,8
2017-04-24,Power Upper,Lat Pull Down,70,4,8
2017-05-01,Power Upper,Lat Pull Down,70,4,8
2017-05-09,Power Upper,Lat Pull Down,70,4,8
2017-05-15,Power Upper,Lat Pull Down,70,4,9
2017-06-01,Power Upper,Lat Pull Down,60,4,10
2017-06-05,Power Upper,Lat Pull Down,60,4,10
2017-06-12,Power Upper,Lat Pull Down,60,4,10
2017-06-17,Power Upper,Lat Pull Down,60,4,10
2017-06-26,Power Upper,Lat Pull Down,60,4,10
2017-07-18,Power Upper,Lat Pull Down,50,4,10
2017-07-25,Power Upper,Lat Pull Down,55,4,10
2017-07-31,Power Upper,Lat Pull Down,55,4,10
2017-08-10,Power Upper,Lat Pull Down,55,4,10
2017-08-14,Power Upper,Lat Pull Down,60,4,10
2017-08-21,Power Upper,Lat Pull Down,60,4,10
2017-08-28,Power Upper,Lat Pull Down,60,4,10
2017-09-07,Power Upper,Lat Pull Down,65,4,10
2017-09-11,Power Upper,Lat Pull Down,65,4,10
2017-09-19,Power Upper,Lat Pull Down,65,4,10
2017-09-25,Power Upper,Lat Pull Down,70,4,10
2017-10-04,Power Upper,Lat Pull Down,70,4,8
2017-10-12,Power Upper,Lat Pull Down,60,4,10
2017-10-19,Power Upper,Lat Pull Down,60,4,10
2017-10-26,Power Upper,Lat Pull Down,60,4,10
2017-11-06,Power Upper,Lat Pull Down,60,4,10
2017-11-13,Power Upper,Lat Pull Down,60,4,10
2017-11-20,Power Upper,Lat Pull Down,60,4,10
2017-11-26,Power Upper,Lat Pull Down,60,4,10
2017-12-02,Power Upper,Lat Pull Down,65,4,10
2017-12-08,Power Upper,Lat Pull Down,65,4,10
2017-12-20,Power Upper,Lat Pull Down,65,4,10
2017-12-28,Power Upper,Lat Pull Down,65,4,10
2018-01-03,Power Upper,Lat Pull Down,65,4,10
2018-01-11,Power Upper,Lat Pull Down,65,4,10
2018-01-17,Power Upper,Lat Pull Down,70,4,8
2018-01-24,Power Upper,Lat Pull Down,70,4,8
2018-01-31,Power Upper,Lat Pull Down,70,4,8
2018-02-06,Power Upper,Lat Pull Down,70,3,9
2018-02-21,Power Upper,Lat Pull Down,60,4,10
2018-02-27,Power Upper,Lat Pull Down,60,4,10
2018-03-05,Power Upper,Lat Pull Down,65,4,10
2018-03-12,Power Upper,Lat Pull Down,70,3,10
2018-03-18,Power Upper,Lat Pull Down,70,3,10
2018-03-25,Power Upper,Lat Pull Down,70,4,10
2018-03-31,Power Upper,Lat Pull Down,75,4,10
2018-04-07,Power Upper,Lat Pull Down,80,4,8
2018-04-13,Power Upper,Lat Pull Down,80,4,8
2018-04-19,Power Upper,Lat Pull Down,80,4,8
2018-04-26,Power Upper,Lat Pull Down,60,4,10
2018-05-03,Power Upper,Lat Pull Down,65,4,10
2018-05-10,Power Upper,Lat Pull Down,65,4,10
2018-05-19,Power Upper,Lat Pull Down,60,4,10
2018-05-28,Power Upper,Lat Pull Down,65,4,10
2018-06-03,Power Upper,Lat Pull Down,60,4,10
2018-06-09,Power Upper,Lat Pull Down,60,4,10
2018-06-15,Power Upper,Lat Pull Down,60,4,10
2018-06-22,Power Upper,Lat Pull Down,60,4,10
2018-06-28,Power Upper,Lat Pull Down,60,4,10
2018-07-06,Power Upper,Lat Pull Down,65,4,10
2018-07-12,Power Upper,Lat Pull Down,65,4,10
2018-07-19,Power Upper,Lat Pull Down,65,4,10
2018-07-26,Power Upper,Lat Pull Down,65,4,10
2017-08-09,Power Upper,Lat Pull Down,65,4,10
2018-08-24,Power Upper,Lat Pull Down,60,4,10
2016-12-26,Power Upper,Overhead Press,60,2,8
2017-01-02,Power Upper,Overhead Press,60,2,8
2017-01-09,Power Upper,Overhead Press,60,2,8
2017-01-16,Power Upper,Overhead Press,60,2,8
2017-01-23,Power Upper,Overhead Press,60,3,8
2017-01-30,Power Upper,Overhead Press,60,3,8
2017-02-06,Power Upper,Overhead Press,70,3,6
2017-02-13,Power Upper,Overhead Press,70,3,8
2017-02-23,Power Upper,Overhead Press,70,3,7
2017-02-27,Power Upper,Overhead Press,70,3,7
2017-03-06,Power Upper,Overhead Press,60,3,8
2017-03-13,Power Upper,Overhead Press,60,3,8
2017-03-23,Power Upper,Overhead Press,70,3,6
2017-03-27,Power Upper,Overhead Press,70,3,7
2017-04-03,Power Upper,Overhead Press,70,3,8
2017-04-09,Power Upper,Overhead Press,70,3,8
2017-04-20,Power Upper,Overhead Press,70,3,8
2017-04-24,Power Upper,Overhead Press,70,3,8
2017-05-01,Power Upper,Overhead Press,70,3,8
2017-05-09,Power Upper,Overhead Press,70,3,7
2017-05-15,Power Upper,Overhead Press,70,3,6
2017-06-01,Power Upper,Overhead Press,60,3,8
2017-06-05,Power Upper,Overhead Press,60,3,8
2017-06-12,Power Upper,Overhead Press,60,3,8
2017-06-17,Power Upper,Overhead Press,60,3,8
2017-06-26,Power Upper,Overhead Press,70,3,6
2017-07-18,Power Upper,Overhead Press,60,3,8
2017-07-25,Power Upper,Overhead Press,60,3,8
2017-07-31,Power Upper,Overhead Press,60,3,8
2017-08-10,Power Upper,Overhead Press,60,3,8
2017-08-14,Power Upper,Overhead Press,60,3,8
2017-08-21,Power Upper,Overhead Press,70,3,6
2017-08-28,Power Upper,Overhead Press,70,3,8
2017-09-07,Power Upper,Overhead Press,70,3,8
2017-09-11,Power Upper,Overhead Press,70,3,7
2017-09-19,Power Upper,Overhead Press,70,3,7
2017-09-25,Power Upper,Overhead Press,70,3,8
2017-10-04,Power Upper,Overhead Press,70,3,7
2017-10-12,Power Upper,Overhead Press,60,3,8
2017-10-19,Power Upper,Overhead Press,60,3,8
2017-10-26,Power Upper,Overhead Press,60,3,8
2017-11-06,Power Upper,Overhead Press,60,3,8
2017-11-13,Power Upper,Overhead Press,60,3,8
2017-11-20,Power Upper,Overhead Press,60,3,8
2017-11-26,Power Upper,Overhead Press,60,3,8
2017-12-02,Power Upper,Overhead Press,70,3,6
2017-12-08,Power Upper,Overhead Press,70,3,7
2017-12-20,Power Upper,Overhead Press,70,3,7
2017-12-28,Power Upper,Overhead Press,70,3,5
2018-01-03,Power Upper,Overhead Press,70,3,7
2018-01-11,Power Upper,Overhead Press,70,3,7
2018-01-17,Power Upper,Overhead Press,70,3,7
2018-01-24,Power Upper,Overhead Press,65,3,8
2018-01-31,Power Upper,Overhead Press,65,3,7
2018-02-06,Power Upper,Overhead Press,65,3,8
2018-02-21,Power Upper,Overhead Press,60,3,8
2018-02-27,Power Upper,Overhead Press,65,3,7
2018-03-05,Power Upper,Overhead Press,65,3,8
2018-03-12,Power Upper,Overhead Press,65,3,8
2018-03-18,Power Upper,Overhead Press,70,3,6
2018-03-25,Power Upper,Overhead Press,70,3,7
2018-03-31,Power Upper,Overhead Press,70,3,8
2018-04-07,Power Upper,Overhead Press,75,3,6
2018-04-13,Power Upper,Overhead Press,75,3,6
2018-04-19,Power Upper,Overhead Press,70,3,8
2018-04-26,Power Upper,Overhead Press,75,3,6
2018-05-03,Power Upper,Overhead Press,75,3,8
2018-05-10,Power Upper,Overhead Press,75,3,8
2018-05-19,Power Upper,Overhead Press,80,3,6
2018-05-28,Power Upper,Overhead Press,80,3,5
2018-06-03,Power Upper,Overhead Press,80,3,6
2018-06-09,Power Upper,Overhead Press,80,3,6
2018-06-15,Power Upper,Overhead Press,80,3,6
2018-06-22,Power Upper,Overhead Press,80,3,7
2018-06-28,Power Upper,Overhead Press,80,3,7
2018-07-06,Power Upper,Overhead Press,75,3,7
2018-07-12,Power Upper,Overhead Press,80,3,7
2018-07-19,Power Upper,Overhead Press,85,3,5
2018-07-26,Power Upper,Overhead Press,85,3,5
2017-08-09,Power Upper,Overhead Press,75,3,7
2018-08-24,Power Upper,Overhead Press,75,3,7
2016-12-26,Power Upper,Barbell Curl,50,2,10
2017-01-02,Power Upper,Barbell Curl,50,2,10
2017-01-09,Power Upper,Barbell Curl,50,3,10
2017-01-16,Power Upper,Barbell Curl,50,3,10
2017-01-23,Power Upper,Barbell Curl,50,3,10
2017-01-30,Power Upper,Barbell Curl,50,3,10
2017-02-06,Power Upper,Barbell Curl,60,3,8
2017-02-13,Power Upper,Barbell Curl,60,3,10
2017-02-23,Power Upper,Barbell Curl,60,3,10
2017-02-27,Power Upper,Barbell Curl,60,3,10
2017-03-06,Power Upper,Barbell Curl,60,3,10
2017-03-13,Power Upper,Barbell Curl,60,3,10
2017-03-23,Power Upper,Barbell Curl,60,3,10
2017-03-27,Power Upper,Barbell Curl,60,3,10
2017-04-03,Power Upper,Barbell Curl,60,3,10
2017-04-09,Power Upper,Barbell Curl,60,3,10
2017-04-20,Power Upper,Barbell Curl,70,3,7
2017-04-24,Power Upper,Barbell Curl,70,3,8
2017-05-01,Power Upper,Barbell Curl,70,3,8
2017-05-09,Power Upper,Barbell Curl,70,3,8
2017-05-15,Power Upper,Barbell Curl,70,3,8
2017-06-01,Power Upper,Barbell Curl,60,3,10
2017-06-05,Power Upper,Barbell Curl,60,3,10
2017-06-12,Power Upper,Barbell Curl,60,3,10
2017-06-17,Power Upper,Barbell Curl,60,3,10
2017-06-26,Power Upper,Barbell Curl,60,3,10
2017-07-18,Power Upper,Barbell Curl,60,3,10
2017-07-25,Power Upper,Barbell Curl,50,3,10
2017-07-31,Power Upper,Barbell Curl,60,3,10
2017-08-10,Power Upper,Barbell Curl,60,3,10
2017-08-14,Power Upper,Barbell Curl,60,3,10
2017-08-21,Power Upper,Barbell Curl,60,3,10
2017-08-28,Power Upper,Barbell Curl,70,3,8
2017-09-07,Power Upper,Barbell Curl,70,3,9
2017-09-11,Power Upper,Barbell Curl,70,3,8
2017-09-19,Power Upper,Barbell Curl,70,3,9
2017-09-25,Power Upper,Barbell Curl,70,3,8
2017-10-04,Power Upper,Barbell Curl,70,3,9
2017-10-12,Power Upper,Barbell Curl,60,3,10
2017-10-19,Power Upper,Barbell Curl,60,3,10
2017-10-26,Power Upper,Barbell Curl,60,3,10
2017-11-06,Power Upper,Barbell Curl,60,3,10
2017-11-13,Power Upper,Barbell Curl,60,3,10
2017-11-20,Power Upper,Barbell Curl,60,3,10
2017-11-26,Power Upper,Barbell Curl,60,3,10
2017-12-02,Power Upper,Barbell Curl,70,3,8
2017-12-08,Power Upper,Barbell Curl,70,3,8
2017-12-20,Power Upper,Barbell Curl,70,3,8
2017-12-28,Power Upper,Barbell Curl,70,3,8
2018-01-03,Power Upper,Barbell Curl,70,3,8
2018-01-11,Power Upper,Barbell Curl,70,3,8
2018-01-17,Power Upper,Barbell Curl,70,3,8
2018-01-24,Power Upper,Barbell Curl,70,3,8
2018-01-31,Power Upper,Barbell Curl,70,3,8
2018-02-06,Power Upper,Barbell Curl,70,3,9
2018-02-21,Power Upper,Barbell Curl,60,3,10
2018-02-27,Power Upper,Barbell Curl,60,3,10
2018-03-05,Power Upper,Barbell Curl,60,3,10
2018-03-12,Power Upper,Barbell Curl,60,3,10
2018-03-18,Power Upper,Barbell Curl,60,3,10
2018-03-25,Power Upper,Barbell Curl,60,3,10
2018-03-31,Power Upper,Barbell Curl,60,3,10
2018-04-07,Power Upper,Barbell Curl,60,3,10
2018-04-13,Power Upper,Barbell Curl,60,3,10
2018-04-19,Power Upper,Barbell Curl,60,3,10
2018-04-26,Power Upper,Barbell Curl,60,3,10
2018-05-03,Power Upper,Barbell Curl,60,3,10
2018-05-10,Power Upper,Barbell Curl,60,3,10
2018-05-19,Power Upper,Barbell Curl,55,3,10
2018-05-28,Power Upper,Barbell Curl,50,3,10
2018-06-03,Power Upper,Barbell Curl,50,3,10
2018-06-09,Power Upper,Barbell Curl,60,3,8
2018-06-15,Power Upper,Barbell Curl,60,3,10
2018-06-22,Power Upper,Barbell Curl,60,3,10
2018-06-28,Power Upper,Barbell Curl,60,3,10
2018-07-06,Power Upper,Barbell Curl,60,3,10
2018-07-12,Power Upper,Barbell Curl,60,3,10
2018-07-19,Power Upper,Barbell Curl,60,3,10
2018-07-26,Power Upper,Barbell Curl,60,3,10
2017-08-09,Power Upper,Barbell Curl,60,3,10
2018-08-24,Power Upper,Barbell Curl,60,3,10
2016-12-26,Power Upper,Skullcrusher,40,2,10
2017-01-02,Power Upper,Skullcrusher,40,2,10
2017-01-09,Power Upper,Skullcrusher,50,3,8
2017-01-16,Power Upper,Skullcrusher,50,3,10
2017-01-23,Power Upper,Skullcrusher,50,3,10
2017-01-30,Power Upper,Skullcrusher,50,3,10
2017-02-06,Power Upper,Skullcrusher,60,3,7
2017-02-13,Power Upper,Skullcrusher,60,3,8
2017-02-23,Power Upper,Skullcrusher,60,3,10
2017-02-27,Power Upper,Skullcrusher,60,3,10
2017-03-06,Power Upper,Skullcrusher,60,3,10
2017-03-13,Power Upper,Skullcrusher,60,3,10
2017-03-23,Power Upper,Skullcrusher,60,3,10
2017-03-27,Power Upper,Skullcrusher,60,3,10
2017-04-03,Power Upper,Skullcrusher,60,3,10
2017-04-09,Power Upper,Skullcrusher,60,3,10
2017-04-20,Power Upper,Skullcrusher,70,3,7
2017-04-24,Power Upper,Skullcrusher,70,3,8
2017-05-01,Power Upper,Skullcrusher,70,3,8
2017-05-09,Power Upper,Skullcrusher,70,3,9
2017-05-15,Power Upper,Skullcrusher,70,3,10
2017-06-01,Power Upper,Skullcrusher,60,3,10
2017-06-05,Power Upper,Skullcrusher,60,3,10
2017-06-12,Power Upper,Skullcrusher,60,3,10
2017-06-17,Power Upper,Skullcrusher,60,3,10
2017-06-26,Power Upper,Skullcrusher,70,3,10
2017-07-18,Power Upper,Skullcrusher,60,3,10
2017-07-25,Power Upper,Skullcrusher,60,3,10
2017-07-31,Power Upper,Skullcrusher,60,3,10
2017-08-10,Power Upper,Skullcrusher,60,3,10
2017-08-14,Power Upper,Skullcrusher,70,3,10
2017-08-21,Power Upper,Skullcrusher,70,3,10
2017-08-28,Power Upper,Skullcrusher,70,3,10
2017-09-07,Power Upper,Skullcrusher,70,3,10
